Year,Suburb,Buy Price
2017,KINGS PARK,532500
2007,KINGSBURY,341000
2008,KINGSBURY,388000
2009,KINGSBURY,421000
2010,KINGSBURY,519000
2011,KINGSBURY,475000
2012,KINGSBURY,437500
2013,KINGSBURY,470000
2014,KINGSBURY,502500
2015,KINGSBURY,560000
2016,KINGSBURY,610000
2017,KINGSBURY,740000
2007,KINGSVILLE,495500
2008,KINGSVILLE,467500
2009,KINGSVILLE,546500
2010,KINGSVILLE,630000
2011,KINGSVILLE,599500
2012,KINGSVILLE,597500
2013,KINGSVILLE,635000
2014,KINGSVILLE,703500
2015,KINGSVILLE,785000
2016,KINGSVILLE,925000
2017,KINGSVILLE,1020000
2007,KNOXFIELD,355000
2008,KNOXFIELD,368500
2009,KNOXFIELD,420000
2010,KNOXFIELD,471000
2011,KNOXFIELD,480000
2012,KNOXFIELD,465000
2013,KNOXFIELD,500000
2014,KNOXFIELD,581500
2015,KNOXFIELD,687000
2016,KNOXFIELD,740000
2017,KNOXFIELD,852500
2007,KOO WEE RUP,225000
2008,KOO WEE RUP,251500
2009,KOO WEE RUP,280000
2010,KOO WEE RUP,297000
2011,KOO WEE RUP,334500
2012,KOO WEE RUP,320000
2013,KOO WEE RUP,315000
2014,KOO WEE RUP,335000
2015,KOO WEE RUP,343500
2016,KOO WEE RUP,400000
2017,KOO WEE RUP,450000
2007,KOONDROOK,140000
2008,KOONDROOK,155000
2009,KOONDROOK,139000
2010,KOONDROOK,239500
2011,KOONDROOK,150000
2012,KOONDROOK,165000
2013,KOONDROOK,147500
2014,KOONDROOK,155000
2015,KOONDROOK,198500
2016,KOONDROOK,165000
2017,KOONDROOK,245000
2007,KOOYONG,1275000
2008,KOOYONG,1100000
2009,KOOYONG,1473000
2010,KOOYONG,2150500
2011,KOOYONG,1510500
2012,KOOYONG,1820000
2013,KOOYONG,1417500
2014,KOOYONG,2900000
2015,KOOYONG,3400000
2016,KOOYONG,2758000
2017,KOOYONG,3500000
2007,KOROIT,240000
2008,KOROIT,254000
2009,KOROIT,210000
2010,KOROIT,236000
2011,KOROIT,266000
2012,KOROIT,290000
2013,KOROIT,275000
2014,KOROIT,308500
2015,KOROIT,292500
2016,KOROIT,294000
2017,KOROIT,325000
2007,KORUMBURRA,179000
2008,KORUMBURRA,200000
2009,KORUMBURRA,214000
2010,KORUMBURRA,234000
2011,KORUMBURRA,237500
2012,KORUMBURRA,240000
2013,KORUMBURRA,236000
2014,KORUMBURRA,222500
2015,KORUMBURRA,262500
2016,KORUMBURRA,255000
2017,KORUMBURRA,291000
2007,KURUNJANG,214000
2008,KURUNJANG,231500
2009,KURUNJANG,241500
2010,KURUNJANG,288000
2011,KURUNJANG,300000
2012,KURUNJANG,283000
2013,KURUNJANG,287000
2014,KURUNJANG,280000
2015,KURUNJANG,289500
2016,KURUNJANG,310000
2017,KURUNJANG,370500
2007,KYABRAM,195000
2008,KYABRAM,210000
2009,KYABRAM,195000
2010,KYABRAM,210000
2011,KYABRAM,200000
2012,KYABRAM,217500
2013,KYABRAM,237500
2014,KYABRAM,235000
2015,KYABRAM,240000
2016,KYABRAM,234000
2017,KYABRAM,239500
2007,KYNETON,240000
2008,KYNETON,248500
2009,KYNETON,270000
2010,KYNETON,330000
2011,KYNETON,370000
2012,KYNETON,372500
2013,KYNETON,369000
2014,KYNETON,403000
2015,KYNETON,425500
2016,KYNETON,455000
2017,KYNETON,495000
2007,LAKE BOGA,177000
2008,LAKE BOGA,130000
2009,LAKE BOGA,149000
2010,LAKE BOGA,187000
2011,LAKE BOGA,212500
2012,LAKE BOGA,200000
2013,LAKE BOGA,200000
2014,LAKE BOGA,145000
2015,LAKE BOGA,245000
2016,LAKE BOGA,222500
2017,LAKE BOGA,182500
2007,LAKE BUNGA,225000
2008,LAKE BUNGA,169500
2009,LAKE BUNGA,249000
2010,LAKE BUNGA,225000
2011,LAKE BUNGA,276000
2012,LAKE BUNGA,330000
2013,LAKE BUNGA,197500
2014,LAKE BUNGA,162500
2015,LAKE BUNGA,270000
2016,LAKE BUNGA,270000
2017,LAKE BUNGA,270000
2007,LAKE GARDENS,307000
2008,LAKE GARDENS,342000
2009,LAKE GARDENS,350000
2010,LAKE GARDENS,387000
2011,LAKE GARDENS,400500
2012,LAKE GARDENS,385000
2013,LAKE GARDENS,445000
2014,LAKE GARDENS,445000
2015,LAKE GARDENS,461000
2016,LAKE GARDENS,485000
2017,LAKE GARDENS,461500
2007,LAKE TYERS BEACH,250000
2008,LAKE TYERS BEACH,255000
2009,LAKE TYERS BEACH,235000
2010,LAKE TYERS BEACH,286000
2011,LAKE TYERS BEACH,285000
2012,LAKE TYERS BEACH,274000
2013,LAKE TYERS BEACH,270000
2014,LAKE TYERS BEACH,354000
2015,LAKE TYERS BEACH,325000
2016,LAKE TYERS BEACH,268500
2017,LAKE TYERS BEACH,362500
2007,LAKE WENDOUREE,473500
2008,LAKE WENDOUREE,406000
2009,LAKE WENDOUREE,404000
2010,LAKE WENDOUREE,550000
2011,LAKE WENDOUREE,627500
2012,LAKE WENDOUREE,545000
2013,LAKE WENDOUREE,634000
2014,LAKE WENDOUREE,650000
2015,LAKE WENDOUREE,685000
2016,LAKE WENDOUREE,700000
2017,LAKE WENDOUREE,790000
2007,LAKES ENTRANCE,257000
2008,LAKES ENTRANCE,237500
2009,LAKES ENTRANCE,260000
2010,LAKES ENTRANCE,256500
2011,LAKES ENTRANCE,300000
2012,LAKES ENTRANCE,252500
2013,LAKES ENTRANCE,269500
2014,LAKES ENTRANCE,254000
2015,LAKES ENTRANCE,255500
2016,LAKES ENTRANCE,280000
2017,LAKES ENTRANCE,281500
2007,LALOR,267500
2008,LALOR,295000
2009,LALOR,335000
2010,LALOR,387000
2011,LALOR,380000
2012,LALOR,360500
2013,LALOR,365000
2014,LALOR,385000
2015,LALOR,445000
2016,LALOR,497500
2017,LALOR,630000
2007,LANCEFIELD,227500
2008,LANCEFIELD,243000
2009,LANCEFIELD,260500
2010,LANCEFIELD,281000
2011,LANCEFIELD,321000
2012,LANCEFIELD,315000
2013,LANCEFIELD,380000
2014,LANCEFIELD,362000
2015,LANCEFIELD,360000
2016,LANCEFIELD,360000
2017,LANCEFIELD,415000
2007,LANG LANG,205000
2008,LANG LANG,245000
2009,LANG LANG,254000
2010,LANG LANG,260000
2011,LANG LANG,310000
2012,LANG LANG,277500
2013,LANG LANG,285000
2014,LANG LANG,295000
2015,LANG LANG,316500
2016,LANG LANG,355000
2017,LANG LANG,390000
2007,LANGWARRIN,290000
2008,LANGWARRIN,316500
2009,LANGWARRIN,332000
2010,LANGWARRIN,395000
2011,LANGWARRIN,387500
2012,LANGWARRIN,375000
2013,LANGWARRIN,385000
2014,LANGWARRIN,420000
2015,LANGWARRIN,450000
2016,LANGWARRIN,503000
2017,LANGWARRIN,599500
2007,LARA,260000
2008,LARA,273500
2009,LARA,280000
2010,LARA,325000
2011,LARA,327500
2012,LARA,335000
2013,LARA,350000
2014,LARA,340000
2015,LARA,348000
2016,LARA,355000
2017,LARA,430000
2007,LARA LAKE,275000
2008,LARA LAKE,277000
2009,LARA LAKE,303000
2010,LARA LAKE,340000
2011,LARA LAKE,355000
2012,LARA LAKE,355000
2013,LARA LAKE,363500
2014,LARA LAKE,398000
2015,LARA LAKE,375000
2016,LARA LAKE,395000
2017,LARA LAKE,450500
2007,LAUNCHING PLACE,270000
2008,LAUNCHING PLACE,280000
2009,LAUNCHING PLACE,284000
2010,LAUNCHING PLACE,355000
2011,LAUNCHING PLACE,343500
2012,LAUNCHING PLACE,340000
2013,LAUNCHING PLACE,330000
2014,LAUNCHING PLACE,337500
2015,LAUNCHING PLACE,366000
2016,LAUNCHING PLACE,435000
2017,LAUNCHING PLACE,490000
2007,LAVERTON,220000
2008,LAVERTON,265000
2009,LAVERTON,310000
2010,LAVERTON,352000
2011,LAVERTON,340000
2012,LAVERTON,320000
2013,LAVERTON,325000
2014,LAVERTON,360000
2015,LAVERTON,377500
2016,LAVERTON,430000
2017,LAVERTON,535000
2007,LAVERTON SOUTH,290000
2008,LAVERTON SOUTH,325000
2009,LAVERTON SOUTH,355000
2010,LAVERTON SOUTH,410000
2011,LAVERTON SOUTH,400000
2012,LAVERTON SOUTH,390000
2013,LAVERTON SOUTH,392500
2014,LAVERTON SOUTH,422500
2015,LAVERTON SOUTH,450000
2016,LAVERTON SOUTH,528500
2017,LAVERTON SOUTH,607500
2007,LENEVA,110000
2008,LENEVA,360000
2009,LENEVA,324000
2010,LENEVA,394000
2011,LENEVA,362000
2012,LENEVA,382000
2013,LENEVA,356000
2014,LENEVA,372500
2015,LENEVA,370500
2016,LENEVA,376000
2017,LENEVA,397500
2007,LEONGATHA,221500
2008,LEONGATHA,240000
2009,LEONGATHA,253000
2010,LEONGATHA,285000
2011,LEONGATHA,282500
2012,LEONGATHA,289000
2013,LEONGATHA,300000
2014,LEONGATHA,295500
2015,LEONGATHA,305000
2016,LEONGATHA,307500
2017,LEONGATHA,320000
2007,LEOPOLD,277500
2008,LEOPOLD,282000
2009,LEOPOLD,309000
2010,LEOPOLD,346000
2011,LEOPOLD,340000
2012,LEOPOLD,350000
2013,LEOPOLD,360000
2014,LEOPOLD,367000
2015,LEOPOLD,365000
2016,LEOPOLD,407000
2017,LEOPOLD,445000
2007,LILYDALE,335000
2008,LILYDALE,362500
2009,LILYDALE,390000
2010,LILYDALE,438500
2011,LILYDALE,457500
2012,LILYDALE,420000
2013,LILYDALE,468000
2014,LILYDALE,480000
2015,LILYDALE,534000
2016,LILYDALE,637000
2017,LILYDALE,720000
2007,LISMORE,120000
2008,LISMORE,100000
2009,LISMORE,110000
2010,LISMORE,134000
2011,LISMORE,145000
2012,LISMORE,132500
2013,LISMORE,110000
2014,LISMORE,109000
2015,LISMORE,115000
2016,LISMORE,141500
2017,LISMORE,155000
2007,LOCH SPORT,140000
2008,LOCH SPORT,149500
2009,LOCH SPORT,151000
2010,LOCH SPORT,170000
2011,LOCH SPORT,165000
2012,LOCH SPORT,165000
2013,LOCH SPORT,166000
2014,LOCH SPORT,153500
2015,LOCH SPORT,145000
2016,LOCH SPORT,178000
2017,LOCH SPORT,181000
2007,LOCKINGTON,150000
2008,LOCKINGTON,155000
2009,LOCKINGTON,124000
2010,LOCKINGTON,158000
2011,LOCKINGTON,146500
2012,LOCKINGTON,165000
2013,LOCKINGTON,175000
2014,LOCKINGTON,174000
2015,LOCKINGTON,220000
2016,LOCKINGTON,196000
2017,LOCKINGTON,149000
2007,LONG GULLY,171000
2008,LONG GULLY,174000
2009,LONG GULLY,180000
2010,LONG GULLY,210000
2011,LONG GULLY,220000
2012,LONG GULLY,220000
2013,LONG GULLY,230000
2014,LONG GULLY,255000
2015,LONG GULLY,244000
2016,LONG GULLY,240000
2017,LONG GULLY,258500
2007,LONGWARRY,205000
2008,LONGWARRY,197000
2009,LONGWARRY,246500
2010,LONGWARRY,262500
2011,LONGWARRY,275000
2012,LONGWARRY,285000
2013,LONGWARRY,289500
2014,LONGWARRY,297500
2015,LONGWARRY,302000
2016,LONGWARRY,335000
2017,LONGWARRY,378000
2007,LORNE,750000
2008,LORNE,787500
2009,LORNE,755000
2010,LORNE,800000
2011,LORNE,840000
2012,LORNE,800000
2013,LORNE,840000
2014,LORNE,815000
2015,LORNE,887500
2016,LORNE,765000
2017,LORNE,1137500
2007,LOVELY BANKS,302500
2008,LOVELY BANKS,350000
2009,LOVELY BANKS,353500
2010,LOVELY BANKS,365000
2011,LOVELY BANKS,385500
2012,LOVELY BANKS,400000
2013,LOVELY BANKS,360500
2014,LOVELY BANKS,406500
2015,LOVELY BANKS,388500
2016,LOVELY BANKS,470000
2017,LOVELY BANKS,460000
2007,LOWER PLENTY,450000
2008,LOWER PLENTY,483000
2009,LOWER PLENTY,590000
2010,LOWER PLENTY,650000
2011,LOWER PLENTY,590000
2012,LOWER PLENTY,615000
2013,LOWER PLENTY,710000
2014,LOWER PLENTY,675000
2015,LOWER PLENTY,770000
2016,LOWER PLENTY,900000
2017,LOWER PLENTY,964000
2007,LUCAS,-
2008,LUCAS,-
2009,LUCAS,-
2010,LUCAS,-
2011,LUCAS,-
2012,LUCAS,292500
2013,LUCAS,348000
2014,LUCAS,355000
2015,LUCAS,389500
2016,LUCAS,345000
2017,LUCAS,350000
2007,LUCKNOW,182500
2008,LUCKNOW,243500
2009,LUCKNOW,227500
2010,LUCKNOW,234000
2011,LUCKNOW,247500
2012,LUCKNOW,200000
2013,LUCKNOW,235000
2014,LUCKNOW,229000
2015,LUCKNOW,230000
2016,LUCKNOW,232500
2017,LUCKNOW,261500
2007,LYNBROOK,327000
2008,LYNBROOK,341000
2009,LYNBROOK,380000
2010,LYNBROOK,412000
2011,LYNBROOK,424500
2012,LYNBROOK,415000
2013,LYNBROOK,430000
2014,LYNBROOK,460000
2015,LYNBROOK,500000
2016,LYNBROOK,542500
2017,LYNBROOK,600000
2007,LYNDHURST,330000
2008,LYNDHURST,339000
2009,LYNDHURST,357000
2010,LYNDHURST,435000
2011,LYNDHURST,440500
2012,LYNDHURST,450000
2013,LYNDHURST,465000
2014,LYNDHURST,482500
2015,LYNDHURST,550000
2016,LYNDHURST,585000
2017,LYNDHURST,651000
2007,LYSTERFIELD,420000
2008,LYSTERFIELD,463000
2009,LYSTERFIELD,496000
2010,LYSTERFIELD,640000
2011,LYSTERFIELD,642500
2012,LYSTERFIELD,643500
2013,LYSTERFIELD,681500
2014,LYSTERFIELD,670000
2015,LYSTERFIELD,780000
2016,LYSTERFIELD,857500
2017,LYSTERFIELD,985000
2007,MACEDON,345000
2008,MACEDON,360000
2009,MACEDON,393000
2010,MACEDON,473000
2011,MACEDON,434500
2012,MACEDON,525000
2013,MACEDON,480000
2014,MACEDON,460000
2015,MACEDON,540000
2016,MACEDON,585000
2017,MACEDON,696000
2007,MACLEOD,405000
2008,MACLEOD,436000
2009,MACLEOD,491000
2010,MACLEOD,645000
2011,MACLEOD,600000
2012,MACLEOD,555000
2013,MACLEOD,650000
2014,MACLEOD,710000
2015,MACLEOD,760000
2016,MACLEOD,868000
2017,MACLEOD,943500
2007,MADDINGLEY,263500
2008,MADDINGLEY,267500
2009,MADDINGLEY,258000
2010,MADDINGLEY,292500
2011,MADDINGLEY,300000
2012,MADDINGLEY,308000
2013,MADDINGLEY,316500
2014,MADDINGLEY,320000
2015,MADDINGLEY,330000
2016,MADDINGLEY,345000
2017,MADDINGLEY,395000
2007,MAFFRA,177000
2008,MAFFRA,190000
2009,MAFFRA,200000
2010,MAFFRA,230500
2011,MAFFRA,230000
2012,MAFFRA,235000
2013,MAFFRA,228000
2014,MAFFRA,217500
2015,MAFFRA,230000
2016,MAFFRA,258000
2017,MAFFRA,251500
2007,MAIDEN GULLY,308500
2008,MAIDEN GULLY,330000
2009,MAIDEN GULLY,336500
2010,MAIDEN GULLY,385000
2011,MAIDEN GULLY,408500
2012,MAIDEN GULLY,422500
2013,MAIDEN GULLY,440000
2014,MAIDEN GULLY,415000
2015,MAIDEN GULLY,430000
2016,MAIDEN GULLY,477000
2017,MAIDEN GULLY,472000
2007,MAIDSTONE,400000
2008,MAIDSTONE,440000
2009,MAIDSTONE,465000
2010,MAIDSTONE,565000
2011,MAIDSTONE,540000
2012,MAIDSTONE,496000
2013,MAIDSTONE,535000
2014,MAIDSTONE,587500
2015,MAIDSTONE,632500
2016,MAIDSTONE,694000
2017,MAIDSTONE,805000
2007,MALDON,217500
2008,MALDON,232500
2009,MALDON,245000
2010,MALDON,280000
2011,MALDON,267500
2012,MALDON,272500
2013,MALDON,315000
2014,MALDON,327500
2015,MALDON,340000
2016,MALDON,395000
2017,MALDON,425000
2007,MALLACOOTA,250000
2008,MALLACOOTA,244000
2009,MALLACOOTA,272500
2010,MALLACOOTA,300000
2011,MALLACOOTA,263000
2012,MALLACOOTA,267500
2013,MALLACOOTA,285000
2014,MALLACOOTA,285000
2015,MALLACOOTA,288500
2016,MALLACOOTA,325000
2017,MALLACOOTA,340000
2007,MALMSBURY,222500
2008,MALMSBURY,266500
2009,MALMSBURY,247500
2010,MALMSBURY,314000
2011,MALMSBURY,300000
2012,MALMSBURY,332500
2013,MALMSBURY,292500
2014,MALMSBURY,317500
2015,MALMSBURY,397500
2016,MALMSBURY,344000
2017,MALMSBURY,445000
2007,MALVERN,1416000
2008,MALVERN,1377000
2009,MALVERN,1552000
2010,MALVERN,1740000
2011,MALVERN,1540000
2012,MALVERN,1550000
2013,MALVERN,1500000
2014,MALVERN,1942000
2015,MALVERN,2220000
2016,MALVERN,2328500
2017,MALVERN,2657500
2007,MALVERN EAST,873500
2008,MALVERN EAST,960000
2009,MALVERN EAST,952000
2010,MALVERN EAST,1188000
2011,MALVERN EAST,1120000
2012,MALVERN EAST,1040000
2013,MALVERN EAST,1200000
2014,MALVERN EAST,1380000
2015,MALVERN EAST,1610000
2016,MALVERN EAST,1750000
2017,MALVERN EAST,1910000
2007,MANIFOLD HEIGHTS,290000
2008,MANIFOLD HEIGHTS,368000
2009,MANIFOLD HEIGHTS,410500
2010,MANIFOLD HEIGHTS,401000
2011,MANIFOLD HEIGHTS,449000
2012,MANIFOLD HEIGHTS,425000
2013,MANIFOLD HEIGHTS,532500
2014,MANIFOLD HEIGHTS,489000
2015,MANIFOLD HEIGHTS,504000
2016,MANIFOLD HEIGHTS,620000
2017,MANIFOLD HEIGHTS,727500
2007,MANOR LAKES,285000
2008,MANOR LAKES,287000
2009,MANOR LAKES,311500
2010,MANOR LAKES,348500
2011,MANOR LAKES,360000
2012,MANOR LAKES,345000
2013,MANOR LAKES,340000
2014,MANOR LAKES,360000
2015,MANOR LAKES,385000
2016,MANOR LAKES,417500
2017,MANOR LAKES,490000
2007,MANSFIELD,245000
2008,MANSFIELD,230500
2009,MANSFIELD,250000
2010,MANSFIELD,280000
2011,MANSFIELD,301500
2012,MANSFIELD,315000
2013,MANSFIELD,360000
2014,MANSFIELD,347000
2015,MANSFIELD,360000
2016,MANSFIELD,359000
2017,MANSFIELD,385000
2007,MARENGO,500000
2008,MARENGO,450000
2009,MARENGO,365000
2010,MARENGO,540000
2011,MARENGO,502500
2012,MARENGO,450000
2013,MARENGO,750000
2014,MARENGO,382500
2015,MARENGO,577500
2016,MARENGO,599000
2017,MARENGO,670000
2007,MARIBYRNONG,548000
2008,MARIBYRNONG,550000
2009,MARIBYRNONG,610000
2010,MARIBYRNONG,705000
2011,MARIBYRNONG,645000
2012,MARIBYRNONG,646000
2013,MARIBYRNONG,714000
2014,MARIBYRNONG,750500
2015,MARIBYRNONG,843000
2016,MARIBYRNONG,940000
2017,MARIBYRNONG,1027500
2007,MARLO,265000
2008,MARLO,272000
2009,MARLO,315000
2010,MARLO,300000
2011,MARLO,310000
2012,MARLO,312500
2013,MARLO,295000
2014,MARLO,285000
2015,MARLO,335500
2016,MARLO,305000
2017,MARLO,432500
2007,MARONG,195000
2008,MARONG,165000
2009,MARONG,219000
2010,MARONG,257500
2011,MARONG,285000
2012,MARONG,312500
2013,MARONG,310000
2014,MARONG,345000
2015,MARONG,364000
2016,MARONG,330000
2017,MARONG,348000
2007,MARSHALL,268000
2008,MARSHALL,270000
2009,MARSHALL,297000
2010,MARSHALL,370000
2011,MARSHALL,322500
2012,MARSHALL,365000
2013,MARSHALL,360000
2014,MARSHALL,382500
2015,MARSHALL,377000
2016,MARSHALL,400000
2017,MARSHALL,430000
2007,MARYBOROUGH,130000
2008,MARYBOROUGH,140000
2009,MARYBOROUGH,152000
2010,MARYBOROUGH,160000
2011,MARYBOROUGH,180000
2012,MARYBOROUGH,182500
2013,MARYBOROUGH,194000
2014,MARYBOROUGH,200000
2015,MARYBOROUGH,190000
2016,MARYBOROUGH,207500
2017,MARYBOROUGH,194500
2007,MARYSVILLE,271500
2008,MARYSVILLE,241500
2009,MARYSVILLE,240000
2010,MARYSVILLE,340000
2011,MARYSVILLE,395500
2012,MARYSVILLE,145000
2013,MARYSVILLE,180000
2014,MARYSVILLE,125000
2015,MARYSVILLE,320000
2016,MARYSVILLE,332500
2017,MARYSVILLE,381500
2007,MCCRAE,374000
2008,MCCRAE,435500
2009,MCCRAE,424000
2010,MCCRAE,560000
2011,MCCRAE,623000
2012,MCCRAE,555000
2013,MCCRAE,530000
2014,MCCRAE,535000
2015,MCCRAE,600000
2016,MCCRAE,689000
2017,MCCRAE,775000
2007,MCKENZIE HILL,325000
2008,MCKENZIE HILL,275000
2009,MCKENZIE HILL,306000
2010,MCKENZIE HILL,350000
2011,MCKENZIE HILL,394000
2012,MCKENZIE HILL,465000
2013,MCKENZIE HILL,365000
2014,MCKENZIE HILL,140000
2015,MCKENZIE HILL,429500
2016,MCKENZIE HILL,465000
2017,MCKENZIE HILL,477500
2007,MCKINNON,800000
2008,MCKINNON,793500
2009,MCKINNON,862500
2010,MCKINNON,970000
2011,MCKINNON,925000
2012,MCKINNON,944000
2013,MCKINNON,1025000
2014,MCKINNON,1220000
2015,MCKINNON,1500000
2016,MCKINNON,1675500
2017,MCKINNON,1725000
2007,MEADOW HEIGHTS,241000
2008,MEADOW HEIGHTS,255000
2009,MEADOW HEIGHTS,300000
2010,MEADOW HEIGHTS,345000
2011,MEADOW HEIGHTS,321500
2012,MEADOW HEIGHTS,315000
2013,MEADOW HEIGHTS,316500
2014,MEADOW HEIGHTS,323000
2015,MEADOW HEIGHTS,350500
2016,MEADOW HEIGHTS,370000
2017,MEADOW HEIGHTS,451000
2007,MEENIYAN,187500
2008,MEENIYAN,170000
2009,MEENIYAN,188500
2010,MEENIYAN,180000
2011,MEENIYAN,230000
2012,MEENIYAN,216500
2013,MEENIYAN,199000
2014,MEENIYAN,223500
2015,MEENIYAN,242500
2016,MEENIYAN,275000
2017,MEENIYAN,244500
2007,MELTON,182000
2008,MELTON,205000
2009,MELTON,218000
2010,MELTON,250000
2011,MELTON,256000
2012,MELTON,250000
2013,MELTON,245000
2014,MELTON,240000
2015,MELTON,255000
2016,MELTON,280500
2017,MELTON,368500
2007,MELTON SOUTH,178000
2008,MELTON SOUTH,195000
2009,MELTON SOUTH,215000
2010,MELTON SOUTH,248500
2011,MELTON SOUTH,247000
2012,MELTON SOUTH,230000
2013,MELTON SOUTH,230000
2014,MELTON SOUTH,238500
2015,MELTON SOUTH,260000
2016,MELTON SOUTH,276000
2017,MELTON SOUTH,378000
2007,MELTON WEST,215000
2008,MELTON WEST,240000
2009,MELTON WEST,247000
2010,MELTON WEST,285000
2011,MELTON WEST,300000
2012,MELTON WEST,283000
2013,MELTON WEST,286000
2014,MELTON WEST,290000
2015,MELTON WEST,295000
2016,MELTON WEST,330000
2017,MELTON WEST,408500
2007,MENTONE,610000
2008,MENTONE,650000
2009,MENTONE,598500
2010,MENTONE,680000
2011,MENTONE,692500
2012,MENTONE,665000
2013,MENTONE,705000
2014,MENTONE,810000
2015,MENTONE,950000
2016,MENTONE,982500
2017,MENTONE,1090000
2007,MENZIES CREEK,365000
2008,MENZIES CREEK,372500
2009,MENZIES CREEK,343000
2010,MENZIES CREEK,482500
2011,MENZIES CREEK,475000
2012,MENZIES CREEK,465000
2013,MENZIES CREEK,515000
2014,MENZIES CREEK,428000
2015,MENZIES CREEK,580000
2016,MENZIES CREEK,597000
2017,MENZIES CREEK,640000
2007,MERBEIN,156500
2008,MERBEIN,158500
2009,MERBEIN,151000
2010,MERBEIN,161000
2011,MERBEIN,157000
2012,MERBEIN,142500
2013,MERBEIN,140500
2014,MERBEIN,166500
2015,MERBEIN,180000
2016,MERBEIN,170000
2017,MERBEIN,175000
2007,MERINDA PARK,210500
2008,MERINDA PARK,240000
2009,MERINDA PARK,277000
2010,MERINDA PARK,300000
2011,MERINDA PARK,305000
2012,MERINDA PARK,285000
2013,MERINDA PARK,310000
2014,MERINDA PARK,310000
2015,MERINDA PARK,345000
2016,MERINDA PARK,385000
2017,MERINDA PARK,471500
2007,MERNDA,334000
2008,MERNDA,323000
2009,MERNDA,350000
2010,MERNDA,390000
2011,MERNDA,397500
2012,MERNDA,374500
2013,MERNDA,375000
2014,MERNDA,370000
2015,MERNDA,410000
2016,MERNDA,430000
2017,MERNDA,526500
2007,MERRIGUM,143500
2008,MERRIGUM,135000
2009,MERRIGUM,155000
2010,MERRIGUM,166500
2011,MERRIGUM,185000
2012,MERRIGUM,150000
2013,MERRIGUM,160500
2014,MERRIGUM,149000
2015,MERRIGUM,209500
2016,MERRIGUM,164500
2017,MERRIGUM,135000
2007,MERRIJIG (MANSFIELD),330000
2008,MERRIJIG (MANSFIELD),234000
2009,MERRIJIG (MANSFIELD),332500
2010,MERRIJIG (MANSFIELD),287500
2011,MERRIJIG (MANSFIELD),342500
2012,MERRIJIG (MANSFIELD),272500
2013,MERRIJIG (MANSFIELD),332500
2014,MERRIJIG (MANSFIELD),390000
2015,MERRIJIG (MANSFIELD),292500
2016,MERRIJIG (MANSFIELD),344000
2017,MERRIJIG (MANSFIELD),420000
2007,METUNG,242500
2008,METUNG,252000
2009,METUNG,260000
2010,METUNG,302000
2011,METUNG,267500
2012,METUNG,350000
2013,METUNG,337500
2014,METUNG,300000
2015,METUNG,299000
2016,METUNG,360000
2017,METUNG,347500
2007,MICKLEHAM,-
2008,MICKLEHAM,-
2009,MICKLEHAM,-
2010,MICKLEHAM,-
2011,MICKLEHAM,-
2012,MICKLEHAM,-
2013,MICKLEHAM,213000
2014,MICKLEHAM,168000
2015,MICKLEHAM,380000
2016,MICKLEHAM,437000
2017,MICKLEHAM,503000
2007,MIDDLE PARK,1355000
2008,MIDDLE PARK,1380000
2009,MIDDLE PARK,1300000
2010,MIDDLE PARK,1512500
2011,MIDDLE PARK,1345000
2012,MIDDLE PARK,1420500
2013,MIDDLE PARK,1587500
2014,MIDDLE PARK,2125000
2015,MIDDLE PARK,2317000
2016,MIDDLE PARK,2238500
2017,MIDDLE PARK,2350000
2007,MILDURA,210000
2008,MILDURA,200000
2009,MILDURA,205000
2010,MILDURA,220000
2011,MILDURA,222000
2012,MILDURA,225000
2013,MILDURA,225500
2014,MILDURA,245000
2015,MILDURA,252000
2016,MILDURA,260000
2017,MILDURA,265000
2007,MILL PARK,308000
2008,MILL PARK,327500
2009,MILL PARK,366000
2010,MILL PARK,420000
2011,MILL PARK,410000
2012,MILL PARK,405000
2013,MILL PARK,408000
2014,MILL PARK,430500
2015,MILL PARK,481500
2016,MILL PARK,560000
2017,MILL PARK,668500
2007,MILLGROVE,188000
2008,MILLGROVE,211000
2009,MILLGROVE,216500
2010,MILLGROVE,234000
2011,MILLGROVE,235000
2012,MILLGROVE,235000
2013,MILLGROVE,245000
2014,MILLGROVE,261000
2015,MILLGROVE,275000
2016,MILLGROVE,293500
2017,MILLGROVE,338000
2007,MINERS REST,269000
2008,MINERS REST,265000
2009,MINERS REST,280000
2010,MINERS REST,320000
2011,MINERS REST,339000
2012,MINERS REST,325000
2013,MINERS REST,330500
2014,MINERS REST,328000
2015,MINERS REST,335000
2016,MINERS REST,334000
2017,MINERS REST,370000
2007,MINYIP,65000
2008,MINYIP,80000
2009,MINYIP,86500
2010,MINYIP,85000
2011,MINYIP,82500
2012,MINYIP,81000
2013,MINYIP,73500
2014,MINYIP,95000
2015,MINYIP,94000
2016,MINYIP,80000
2017,MINYIP,94000
2007,MIRBOO NORTH,220000
2008,MIRBOO NORTH,209500
2009,MIRBOO NORTH,230000
2010,MIRBOO NORTH,244000
2011,MIRBOO NORTH,257000
2012,MIRBOO NORTH,252000
2013,MIRBOO NORTH,265000
2014,MIRBOO NORTH,250000
2015,MIRBOO NORTH,262000
2016,MIRBOO NORTH,275000
2017,MIRBOO NORTH,261000
2007,MITCHAM,460500
2008,MITCHAM,468000
2009,MITCHAM,505000
2010,MITCHAM,635000
2011,MITCHAM,595000
2012,MITCHAM,585500
2013,MITCHAM,650000
